Bimp,Bter
BIMP16616,LOC100645251
BIMP25640,LOC100643640
BIMP21460,
BIMP24463,
BIMP24141,LOC110119662
BIMP22139,LOC100648336
BIMP25051,LOC100647840
BIMP13607,LOC100648784
BIMP11177,LOC100643592
BIMP15259,LOC100643670
BIMP21553,LOC100645290
BIMP10392,LOC100643278
BIMP22963,LOC100650685
BIMP22039,LOC100643535
BIMP15658,LOC100648229
BIMP25201,LOC100646295
BIMP21174,LOC100648601
BIMP25305,
BIMP14643,
BIMP21574,LOC100651374
BIMP19109,LOC100643822
BIMP16829,LOC100645455
BIMP21849,LOC100649106
BIMP16969,LOC105666930
BIMP17810,LOC105665714
BIMP12352,LOC100646412
BIMP12352,LOC100646179
BIMP13255,
BIMP24310,LOC100649709
BIMP11996,LOC100646351
BIMP11424,
BIMP18032,
BIMP16957,
BIMP12357,LOC100644639
BIMP17959,LOC100644657
BIMP11452,LOC105667177
BIMP25321,LOC100645128
BIMP24794,LOC100650690
BIMP20231,LOC100648008
BIMP10303,LOC100646599
BIMP13930,LOC100644391
BIMP16743,
BIMP13436,LOC100648043
BIMP21662,
BIMP11149,
BIMP22973,LOC100643694
BIMP19642,LOC110120253
BIMP14015,
BIMP14570,
BIMP10914,LOC100649490
BIMP12848,LOC100651875
BIMP11224,LOC100647452
BIMP13419,
BIMP14064,
BIMP10831,
BIMP14967,LOC100650096
BIMP13703,LOC100648279
BIMP12131,
BIMP10638,LOC100651688
BIMP12109,
BIMP21080,LOC100642982
BIMP17574,
BIMP21833,LOC100643337
BIMP14019,
BIMP11876,
BIMP18799,LOC100647007
BIMP19459,LOC105666575
BIMP17256,LOC100651122
BIMP12076,LOC100643094
BIMP23019,LOC100649257
BIMP15278,LOC100644230
BIMP10866,LOC100643849
BIMP16580,LOC100647001
BIMP24388,LOC100650417
BIMP11664,LOC100650548
BIMP25078,LOC100646568
BIMP11558,LOC100648558
BIMP18458,
BIMP14686,
BIMP23550,LOC100649824
BIMP11510,LOC100645889
BIMP23162,LOC100644136
BIMP17562,
BIMP19671,LOC100651053
BIMP23463,LOC100650700
BIMP12704,LOC100647172
BIMP15135,
BIMP18478,LOC100647428
BIMP20497,LOC100642669
BIMP13175,
BIMP11306,
BIMP11660,LOC100650063
BIMP14444,LOC100643856
BIMP22600,LOC100643555
BIMP18752,LOC100642804
BIMP23171,LOC100648557
BIMP11420,
BIMP19426,LOC100650344
BIMP15968,LOC105667195
BIMP23386,
BIMP10715,LOC100649219
BIMP21038,LOC100645079
BIMP22865,LOC105666196
BIMP12229,
BIMP20616,LOC110119661
BIMP21394,
BIMP17516,LOC100647475
BIMP25702,LOC100649183
BIMP11678,LOC100644197
BIMP11384,LOC100643282
BIMP19019,LOC105666754
BIMP12096,LOC100646316
BIMP24462,LOC100643034
BIMP19689,LOC100643953
BIMP17195,LOC100647868
BIMP22646,LOC100645559
BIMP18765,
BIMP10923,LOC100646939
BIMP22541,LOC100649037
BIMP16836,LOC100645841
BIMP20453,LOC100647796
BIMP10074,LOC100650931
BIMP23426,
BIMP22826,
BIMP16729,LOC100644830
BIMP11820,
BIMP14305,LOC100649243
BIMP10256,LOC100650822
BIMP19892,LOC100650584
BIMP11551,
BIMP16161,LOC100649960
BIMP21131,LOC100647629
BIMP24678,LOC100647268
BIMP23232,
BIMP10298,LOC100645419
BIMP23456,LOC100651932
BIMP16875,
BIMP18939,LOC100651561
BIMP16427,LOC100642439
BIMP20439,LOC100643959
BIMP16000,
BIMP12105,
BIMP17682,
BIMP23547,
BIMP15686,LOC105665619
BIMP22641,LOC100645988
BIMP14020,
BIMP10353,LOC100646414
BIMP19152,LOC100649348
BIMP18334,LOC100651170
BIMP18297,
BIMP14455,LOC100650972
BIMP20953,
BIMP11287,
BIMP21556,LOC100649508
BIMP17882,LOC100643429
BIMP16847,LOC100648806
BIMP18869,LOC100646944
BIMP23077,LOC100650883
BIMP18685,
BIMP24200,LOC100645257
BIMP19762,LOC100645099
BIMP19670,LOC100652054
BIMP22179,LOC100646454
BIMP23255,LOC100648970
BIMP10136,LOC100647896
BIMP15603,
BIMP10838,LOC105666903
BIMP25457,
BIMP17783,
BIMP15637,LOC110119414
BIMP20342,LOC100642870
BIMP16704,
BIMP24341,LOC100651933
BIMP13272,LOC100651407
BIMP13393,
BIMP21575,LOC100645879
BIMP14385,LOC100651743
BIMP12618,LOC100645868
BIMP15834,LOC100650208
BIMP14847,LOC105665633
BIMP15350,LOC100643995
BIMP23003,
BIMP22665,
BIMP11802,LOC105666754
BIMP15445,LOC100647321
BIMP13429,LOC100643719
BIMP10510,
BIMP16945,LOC100652307
BIMP11192,LOC100642347
BIMP24203,LOC100645603
BIMP16734,
BIMP12279,
BIMP24564,LOC100643970
BIMP14191,LOC105666173
BIMP15664,
BIMP17379,LOC105666353
BIMP25791,LOC100650595
BIMP22671,LOC110119349
BIMP24383,
BIMP23014,LOC100650926
BIMP21164,LOC100651571
BIMP18749,LOC100645485
BIMP19604,LOC100651594
BIMP25829,
BIMP25859,LOC100642357
BIMP23448,LOC100642898
BIMP13855,LOC105665683
BIMP24788,
BIMP10809,LOC105665789
BIMP10143,LOC100645076
BIMP23355,
BIMP16315,LOC100642303
BIMP19823,LOC100650001
BIMP12764,LOC100650220
BIMP17154,LOC100650452
BIMP19410,LOC100647557
BIMP16771,
BIMP20698,
BIMP14321,LOC100644708
BIMP13618,LOC100647218
BIMP21494,LOC100649476
BIMP10931,LOC105667091
BIMP21449,LOC100650132
BIMP17577,
BIMP25420,LOC100643613
BIMP12855,LOC100652035
BIMP21289,
BIMP18343,LOC100643705
BIMP13473,LOC100651827
BIMP14734,LOC100648006
BIMP25657,LOC100649681
BIMP13085,LOC100649686
BIMP16036,LOC100643707
BIMP19764,LOC100650457
BIMP22773,LOC100648893
BIMP21823,LOC100651964
BIMP10185,LOC100648016
BIMP10316,LOC100648451
BIMP18661,LOC100646276
BIMP15062,
BIMP10054,LOC100648315
BIMP12130,
BIMP14475,
BIMP14389,
BIMP18165,
BIMP20724,LOC100645943
BIMP18733,LOC100651834
BIMP23647,LOC100650529
BIMP15954,
BIMP20804,
BIMP20109,
BIMP16679,
BIMP18122,LOC100650142
BIMP19857,LOC100650856
BIMP12754,LOC100648914
BIMP22322,LOC100649485
BIMP14670,LOC100649259
BIMP14358,LOC100646015
BIMP10253,LOC100651341
BIMP12134,
BIMP23409,
BIMP22921,LOC100642330
BIMP16359,LOC100646039
BIMP25475,LOC100644917
BIMP20387,
BIMP11106,LOC100648340
BIMP17533,LOC105666376
BIMP22840,LOC110119169
BIMP20435,
BIMP10777,LOC100645381
BIMP14487,LOC100646408
BIMP15826,
BIMP19139,LOC100647311
BIMP20558,
BIMP22473,
BIMP18589,
BIMP22432,LOC105665894
BIMP17050,
BIMP25356,
BIMP14965,
BIMP24917,
BIMP24332,LOC100642502
BIMP24479,LOC100644247
BIMP10634,LOC100652332
BIMP10634,LOC100642546
BIMP11709,LOC100651230
BIMP24983,LOC100650656
BIMP24983,LOC105666324
BIMP24983,LOC110119774
BIMP10339,LOC105666344
BIMP14754,
BIMP17950,LOC100647993
BIMP15623,LOC100651735
BIMP22504,LOC100645094
BIMP18443,
BIMP17409,LOC100651849
BIMP10624,
BIMP10959,
BIMP22587,
BIMP15161,LOC100647270
BIMP21999,
BIMP17323,LOC100649730
BIMP15958,
BIMP23988,LOC100643880
BIMP18655,LOC100646163
BIMP11588,LOC100645563
BIMP25273,LOC100642762
BIMP24317,LOC100651138
BIMP20563,
BIMP23552,LOC100650374
BIMP23157,LOC100647298
BIMP20893,
BIMP11157,
BIMP20943,
BIMP23106,LOC100648825
BIMP25467,
BIMP23591,LOC105665638
BIMP20430,LOC100652098
BIMP13842,LOC100642602
BIMP24091,
BIMP10743,LOC100645454
BIMP18346,LOC100644613
BIMP13013,
BIMP21022,
BIMP10406,LOC100645074
BIMP24132,LOC100642891
BIMP16682,LOC110119783
BIMP14063,LOC100646297
BIMP17505,LOC105666432
BIMP13030,
BIMP16444,LOC100645481
BIMP15394,
BIMP10972,LOC105666820
BIMP22548,LOC100651738
BIMP14489,LOC110120243
BIMP19549,LOC100646226
BIMP15649,
BIMP10892,
BIMP17596,LOC100646273
BIMP21554,LOC105666076
BIMP16048,
BIMP20156,
BIMP24415,LOC100644789
BIMP20249,LOC100643602
BIMP22464,
BIMP11895,
BIMP23890,LOC100651435
BIMP25090,
BIMP14822,
BIMP24551,LOC105665644
BIMP14246,
BIMP21196,LOC100652249
BIMP18717,
BIMP20407,LOC100648894
BIMP17333,LOC105665827
BIMP19064,LOC110120141
BIMP19064,LOC105666827
BIMP18166,
BIMP23190,LOC100648476
BIMP19597,LOC100643070
BIMP13414,LOC100650672
BIMP16767,
BIMP19501,LOC100642621
BIMP20841,LOC100642491
BIMP11312,LOC100650549
BIMP15715,LOC100651935
BIMP18761,LOC110120265
BIMP12863,LOC100649529
BIMP17809,LOC100644635
BIMP24597,
BIMP12202,
BIMP25709,LOC100650087
BIMP22409,
BIMP15058,
BIMP21946,
BIMP15522,LOC100649932
BIMP21672,LOC100651006
BIMP13063,LOC100643881
BIMP10653,LOC100631067
BIMP10145,LOC100645191
BIMP18968,LOC100647772
BIMP24186,
BIMP12092,
BIMP17350,
BIMP21706,LOC100645959
BIMP25182,LOC100644397
BIMP18852,LOC105665749
BIMP16618,
BIMP12648,
BIMP18498,LOC100651892
BIMP24713,LOC100651564
BIMP25428,LOC100645451
BIMP21796,LOC100646270
BIMP21224,LOC100649302
BIMP23742,LOC100649334
BIMP21846,LOC100649970
BIMP11100,LOC100649897
BIMP14296,LOC100650946
BIMP25884,LOC100651437
BIMP17799,
BIMP12564,
BIMP23142,
BIMP11757,
BIMP24414,LOC110120235
BIMP25879,LOC100650193
BIMP25128,LOC100644311
BIMP15041,LOC100650123
BIMP11804,
BIMP20567,LOC100644350
BIMP15362,
BIMP20345,LOC100643109
BIMP10102,
BIMP10063,LOC100642632
BIMP13093,LOC100651121
BIMP21887,LOC100647111
BIMP10578,LOC100649754
BIMP10035,LOC100646289
BIMP20328,LOC100642556
BIMP18084,LOC100651795
BIMP10649,LOC100648831
BIMP11856,
BIMP10587,LOC100651468
BIMP10696,LOC100647863
BIMP19180,LOC105666345
BIMP25495,
BIMP23059,LOC100649451
BIMP11940,LOC100643320
BIMP10621,
BIMP11563,LOC100646164
BIMP15226,LOC105666643
BIMP20957,
BIMP12106,LOC100645175
BIMP10977,
BIMP22316,LOC100650512
BIMP13594,
BIMP20903,
BIMP11035,LOC100645167
BIMP16791,LOC100648524
BIMP22128,LOC100646600
BIMP21218,
BIMP20414,LOC100646216
BIMP23882,LOC100642918
BIMP23036,LOC100644523
BIMP19565,LOC100645679
BIMP13312,
BIMP22761,LOC100642206
BIMP11209,LOC100649049
BIMP11360,LOC105667031
BIMP24305,LOC105666313
BIMP12724,LOC100648381
BIMP10212,LOC100648179
BIMP21841,LOC100649306
BIMP24446,LOC100646532
BIMP20438,LOC100643833
BIMP25751,
BIMP15406,
BIMP20925,
BIMP20030,LOC100648334
BIMP23284,LOC100648638
BIMP25369,LOC100648325
BIMP17519,LOC100647819
BIMP14314,LOC100645899
BIMP11686,LOC100647713
BIMP25575,
BIMP16584,LOC100646565
BIMP18005,
BIMP18298,
BIMP14226,
BIMP14793,
BIMP16448,LOC100648814
BIMP24099,LOC100646701
BIMP25692,LOC100649887
BIMP19645,LOC100646333
BIMP19926,
BIMP15552,
BIMP19564,LOC100645678
BIMP12328,LOC100649555
BIMP12677,
BIMP19851,
BIMP12028,
BIMP21064,
BIMP15572,
BIMP19218,
BIMP22791,
BIMP10080,
BIMP20811,LOC100649807
BIMP19055,LOC100648631
BIMP19055,LOC100648435
BIMP21219,LOC100648405
BIMP21272,
BIMP18307,
BIMP21639,LOC100651447
BIMP18907,
BIMP10562,LOC100649008
BIMP23350,
BIMP25589,
BIMP19835,
BIMP13415,LOC100649722
BIMP11150,LOC100649234
BIMP21326,LOC100644165
BIMP22461,LOC100647619
BIMP14106,LOC100651540
BIMP21256,LOC105665655
BIMP25883,LOC100650719
BIMP15177,LOC100643722
BIMP22516,LOC105666613
BIMP15292,LOC110120029
BIMP20881,LOC100651219
BIMP23262,
BIMP17405,LOC100651381
BIMP16376,
BIMP18368,LOC100648990
BIMP20502,LOC100652331
BIMP24338,LOC100645729
BIMP21469,
BIMP24864,LOC100648533
BIMP15035,LOC100642529
BIMP19550,LOC100647340
BIMP23307,
BIMP14742,LOC100650599
BIMP25462,
BIMP18500,LOC100650695
BIMP14909,LOC105666513
BIMP23105,LOC100649295
BIMP13606,LOC100649732
BIMP12604,
BIMP10103,
BIMP15210,LOC100650423
BIMP19388,
BIMP25778,LOC100651215
BIMP19392,LOC100643629
BIMP14899,LOC100643593
BIMP19881,LOC105666770
BIMP15254,LOC100645065
BIMP17656,LOC105666615
BIMP12868,
BIMP13530,LOC100643394
BIMP23207,
BIMP14269,LOC100647486
BIMP10979,
BIMP25894,LOC100647525
BIMP24753,LOC100645488
BIMP12143,
BIMP24760,LOC100650396
BIMP18887,LOC100647020
BIMP23007,LOC100642402
BIMP22901,LOC100645293
BIMP17076,LOC110119885
BIMP19536,LOC100644294
BIMP19165,LOC100644615
BIMP20067,
BIMP16231,LOC110119469
BIMP18988,LOC105667065
BIMP11017,LOC100647155
BIMP17143,LOC100649185
BIMP21134,LOC100647153
BIMP12721,LOC100647646
BIMP12721,LOC100648003
BIMP14780,LOC100647144
BIMP24562,LOC100649955
BIMP21716,
BIMP12594,LOC105666717
BIMP17322,LOC100649841
BIMP25265,LOC100645330
BIMP25508,LOC100648588
BIMP24137,LOC100651090
BIMP11890,
BIMP10524,LOC100651305
BIMP15923,LOC105666717
BIMP16941,
BIMP21303,LOC100642562
BIMP13405,LOC100642793
BIMP10023,
BIMP11283,
BIMP19720,LOC100647395
BIMP10573,
BIMP22267,LOC100651475
BIMP18613,LOC105667078
BIMP17225,
BIMP24843,LOC100646677
BIMP24744,LOC100644130
BIMP10070,
BIMP12085,LOC100647911
BIMP25687,LOC105666162
BIMP22649,LOC100644605
BIMP22920,LOC100651802
BIMP14061,
BIMP10960,LOC100649371
BIMP20158,LOC100650613
BIMP20158,LOC100643635
BIMP14807,
BIMP17693,LOC105667031
BIMP18912,LOC100644885
BIMP10101,LOC100643595
BIMP17811,LOC100644960
BIMP17442,
BIMP24918,LOC100645804
BIMP14533,LOC100645514
BIMP23152,LOC100647578
BIMP13547,LOC100648310
BIMP23495,LOC100645345
BIMP15235,LOC100643990
BIMP14163,LOC100650047
BIMP15758,LOC100651856
BIMP24887,
BIMP14838,
BIMP19491,LOC100646364
BIMP21603,
BIMP19928,
BIMP22769,LOC100649926
BIMP20394,LOC100648967
BIMP16878,LOC100648501
BIMP13453,LOC100644236
BIMP23872,
BIMP24434,
BIMP21477,LOC100644825
BIMP10847,
BIMP13982,
BIMP17226,LOC100650694
BIMP10285,LOC100644616
BIMP16069,LOC100645668
BIMP23531,LOC100648453
BIMP10042,
BIMP13059,LOC100642837
BIMP20796,
BIMP12430,LOC100646946
BIMP14457,LOC100651216
BIMP19422,LOC100649312
BIMP23576,LOC100646269
BIMP16615,LOC100646867
BIMP22953,LOC100648710
BIMP11644,LOC100647831
BIMP11492,
BIMP15283,LOC100648918
BIMP15646,LOC100645101
BIMP17503,
BIMP19831,
BIMP17744,
BIMP16005,
BIMP15216,LOC100651391
BIMP16886,LOC100648964
BIMP23306,
BIMP16164,LOC100646538
BIMP12529,npve
BIMP25191,
BIMP23584,LOC100648532
BIMP12528,LOC100650033
BIMP14090,LOC100644378
BIMP19309,LOC105665801
BIMP14614,
BIMP19514,LOC105666567
BIMP10801,LOC100649816
BIMP16863,
BIMP24071,LOC100651820
BIMP10208,LOC100651966
BIMP21738,LOC100649795
BIMP25310,
BIMP23344,LOC105666776
BIMP18336,LOC100647074
BIMP16245,LOC100651040
BIMP11429,LOC105666904
BIMP22789,
BIMP24059,LOC110120006
BIMP22417,
BIMP14220,LOC105666889
BIMP15104,
BIMP17544,
BIMP15137,LOC100645725
BIMP23407,LOC100650474
BIMP15157,
BIMP19040,
BIMP21571,LOC100650848
BIMP22533,LOC100647481
BIMP11608,
BIMP12617,
BIMP23468,LOC100648953
BIMP16346,LOC100648342
BIMP11156,LOC100647517
BIMP21086,LOC100646266
BIMP11490,
BIMP14756,LOC100647898
BIMP25414,LOC100642213
BIMP11104,LOC100643954
BIMP11637,
BIMP12603,
BIMP18018,
BIMP23211,LOC100651159
BIMP20090,LOC105667040
BIMP10833,
BIMP13441,LOC100646937
BIMP23406,LOC100650716
BIMP13319,LOC100649143
BIMP17542,LOC100642297
BIMP20314,LOC100648271
BIMP21093,
BIMP15529,LOC100643206
BIMP17020,LOC100644996
BIMP22527,
BIMP16015,
BIMP14846,LOC100648341
BIMP16165,
BIMP19124,LOC100648876
BIMP23815,LOC100648902
BIMP21021,LOC100648204
BIMP20733,LOC100643360
BIMP15425,LOC100648905
BIMP13721,LOC100649977
BIMP12530,LOC100650274
BIMP22159,
BIMP13322,LOC100649026
BIMP13845,
BIMP21722,LOC100646492
BIMP25327,LOC100651449
BIMP21511,LOC100651198
BIMP10319,LOC105666364
BIMP10887,
BIMP18650,LOC105666736
BIMP14914,LOC100650787
BIMP16182,LOC100643529
BIMP22293,LOC100645477
BIMP13052,LOC100647136
BIMP20426,
BIMP16168,LOC100646109
BIMP13954,LOC100650633
BIMP15881,LOC100643003
BIMP24696,LOC100646021
BIMP18374,LOC100649462
BIMP20420,LOC100649565
BIMP12944,
BIMP24334,LOC100643542
BIMP21650,LOC100643809
BIMP10046,
BIMP20322,LOC100650269
BIMP15558,
BIMP18385,LOC100643335
BIMP20743,LOC100648318
BIMP17184,LOC100646477
BIMP10541,LOC100650623
BIMP21742,LOC100649487
BIMP19845,LOC100642743
BIMP19430,LOC100651387
BIMP10159,
BIMP14857,LOC100646724
BIMP15976,LOC100649006
BIMP23300,
BIMP13439,LOC100646573
BIMP10534,LOC100652063
BIMP22194,LOC100650589
BIMP15450,LOC100645930
BIMP22060,LOC100646789
BIMP15808,
BIMP23884,LOC100642630
BIMP15001,LOC100642941
BIMP13712,LOC100650404
BIMP25598,
BIMP21044,
BIMP18900,LOC100646779
BIMP13931,
BIMP15371,
BIMP19317,LOC100650640
BIMP19230,LOC100646011
BIMP23035,LOC100644723
BIMP11404,LOC100646702
BIMP19110,LOC100643706
BIMP23664,LOC100642847
BIMP11457,
BIMP20945,
BIMP20390,LOC100650392
BIMP11857,
BIMP11169,LOC100644417
BIMP10227,LOC100648688
BIMP13006,LOC100644026
BIMP24336,LOC100651099
BIMP25790,LOC100651072
BIMP16441,LOC100645115
BIMP16491,LOC100649354
BIMP22431,LOC100645325
BIMP21338,
BIMP17667,
BIMP16967,LOC100643558
BIMP12574,
BIMP19328,LOC100643076
BIMP11696,LOC100647247
BIMP11387,LOC100645486
BIMP14601,LOC105667031
BIMP21276,LOC100643401
BIMP18564,LOC100651886
BIMP20450,LOC100648039
BIMP20058,LOC100644455
BIMP17977,
BIMP17996,
BIMP15538,LOC100651883
BIMP14392,LOC100642867
BIMP20627,
BIMP14380,LOC100650627
BIMP18203,LOC100647770
BIMP16958,LOC100651434
BIMP16958,LOC100650837
BIMP19755,LOC100650701
BIMP23632,LOC100643811
BIMP22907,LOC100646594
BIMP25505,LOC100648927
BIMP16106,
BIMP25010,
BIMP18366,LOC100648527
BIMP18684,
BIMP14038,
BIMP24038,LOC100652157
BIMP22454,LOC105665872
BIMP11268,
BIMP15360,
BIMP22104,
BIMP18544,LOC100647031
BIMP25454,
BIMP19644,
BIMP19929,LOC110119662
BIMP24946,
BIMP21356,LOC100652230
BIMP13894,LOC100643276
BIMP12928,
BIMP16902,LOC100644357
BIMP22783,
BIMP15842,LOC100645880
BIMP21189,
BIMP14736,
BIMP17384,LOC100651537
BIMP14181,LOC100645414
BIMP18126,LOC100647802
BIMP11051,LOC110119488
BIMP17772,
BIMP11003,
BIMP16051,
BIMP23026,LOC100647536
BIMP13544,LOC100648195
BIMP17765,
BIMP21972,
BIMP11971,LOC100647419
BIMP14613,LOC105666962
BIMP12158,
BIMP25039,
BIMP15356,
BIMP20412,
BIMP11993,LOC100645382
BIMP16978,
BIMP20334,LOC105666644
BIMP17584,LOC100648300
BIMP14845,LOC100648031
BIMP11735,
BIMP16763,
BIMP22563,LOC100650793
BIMP15716,LOC100651700
BIMP25298,LOC100646786
BIMP20763,
BIMP20353,
BIMP24871,
BIMP13767,LOC100644589
BIMP16715,
BIMP21135,LOC100647035
BIMP21026,
BIMP21395,
BIMP25690,LOC100648793
BIMP16531,
BIMP21331,LOC100642322
BIMP11605,LOC110119222
BIMP20594,
BIMP11773,LOC100648265
BIMP24231,LOC100642798
BIMP22070,
BIMP23326,LOC100647684
BIMP23326,LOC100647716
BIMP16592,LOC100644152
BIMP21930,
BIMP17485,
BIMP12761,LOC100650013
BIMP22894,LOC100644970
BIMP18788,LOC100649074
BIMP17051,
BIMP16189,LOC100649137
BIMP22937,LOC100646023
BIMP14065,
BIMP17831,
BIMP13381,LOC100647190
BIMP22228,LOC100646167
BIMP15581,
BIMP10799,LOC100649935
BIMP14128,
BIMP21199,LOC100642700
BIMP20437,
BIMP13258,
BIMP10553,LOC100646084
BIMP19118,LOC100650297
BIMP17042,LOC100642427
BIMP16646,
BIMP25074,LOC100644880
BIMP25499,
BIMP24748,LOC100645244
BIMP16447,LOC105667121
BIMP18694,
BIMP18683,
BIMP10424,
BIMP11248,
BIMP19523,LOC100650110
BIMP25258,LOC105665999
BIMP19065,LOC110120141
BIMP19065,LOC105666827
BIMP13914,LOC100646650
BIMP13218,LOC100643207
BIMP20456,LOC100648348
BIMP17870,LOC100646759
BIMP21917,LOC100642894
BIMP21115,LOC100651013
BIMP19151,LOC100644859
BIMP19662,
BIMP23555,
BIMP16230,
BIMP17233,LOC100645647
BIMP14031,LOC100642427
BIMP21700,LOC100646313
BIMP20400,LOC100647719
BIMP15873,
BIMP21459,LOC100647708
BIMP17426,LOC100647635
BIMP10241,LOC100646003
BIMP14574,
BIMP25839,LOC100650954
BIMP22054,LOC100648446
BIMP22772,LOC100649015
BIMP13860,LOC100646584
BIMP25714,LOC105667031
BIMP22189,LOC100648422
BIMP18539,LOC100647424
BIMP22512,
BIMP22093,
BIMP10286,LOC100645888
BIMP19443,LOC100644270
BIMP20825,LOC100647097
BIMP24359,LOC100642703
BIMP18660,LOC105666737
BIMP22213,
BIMP12098,
BIMP14735,
BIMP22480,
BIMP20169,
BIMP23332,
BIMP11680,LOC100644316
BIMP17522,LOC100648068
BIMP25739,LOC100645022
BIMP13837,LOC100643279
BIMP21074,
BIMP14093,LOC100644619
BIMP13309,LOC110119564
BIMP10371,LOC100649537
BIMP18061,
BIMP16611,
BIMP16500,LOC100649001
BIMP25331,
BIMP24822,LOC100643502
BIMP15359,LOC100643268
BIMP15764,LOC100648148
BIMP13826,
BIMP22488,LOC100646720
BIMP23654,LOC100649382
BIMP24077,LOC100643547
BIMP17872,LOC100646204
BIMP11313,LOC110120229
BIMP16224,LOC110119434
BIMP14651,LOC100652042
BIMP18980,LOC100645518
BIMP18980,LOC100650394
BIMP18980,LOC110120329
BIMP23940,LOC100650941
BIMP15231,LOC100642865
BIMP24547,
BIMP13236,
BIMP21932,
BIMP17888,LOC100642507
BIMP22884,LOC100646387
BIMP24008,
BIMP14410,LOC100647169
BIMP11827,LOC100644376
BIMP11125,LOC100652256
BIMP14230,
BIMP16153,LOC100649333
BIMP19101,LOC100645462
BIMP13266,LOC100650206
BIMP13738,LOC110119414
BIMP10742,LOC100648684
BIMP10436,LOC100644255
BIMP17733,
BIMP23257,
BIMP12110,LOC100647116
BIMP21824,LOC100651846
BIMP25202,LOC100646257
BIMP20406,LOC100649082
BIMP16082,LOC100646096
BIMP20206,
BIMP13854,LOC100644881
BIMP22148,LOC105667166
BIMP15610,
BIMP10407,LOC105665673
BIMP10264,LOC100646480
BIMP24396,
BIMP13587,LOC100651600
BIMP19598,LOC100642951
BIMP13650,LOC100650324
BIMP10713,LOC100642340
BIMP25507,LOC100648812
BIMP14291,LOC100651979
BIMP21977,
BIMP19975,LOC100649432
BIMP25455,
BIMP12705,LOC100647369
BIMP25707,LOC100649850
BIMP24722,LOC100649655
BIMP12888,
BIMP15384,
BIMP18285,
BIMP13658,
BIMP14990,LOC100649514
BIMP19914,LOC110120153
BIMP19914,LOC105667058
BIMP19914,LOC100646729
BIMP15212,LOC100650546
BIMP14654,LOC100651250
BIMP22311,
BIMP13342,LOC100644408
BIMP10170,
BIMP19470,
BIMP15065,
BIMP24296,
BIMP14138,
BIMP24183,LOC110119701
BIMP15944,LOC100646967
BIMP12165,
BIMP15028,LOC100643818
BIMP21328,LOC105666696
BIMP24214,LOC100651516
BIMP21851,LOC100648221
BIMP24042,
BIMP23025,LOC100647899
BIMP23025,LOC110119445
BIMP17294,LOC100645283
BIMP19343,
BIMP17898,
BIMP21660,
BIMP10751,LOC100651648
BIMP16514,LOC100651344
BIMP25774,
BIMP14772,
BIMP17380,LOC100650455
BIMP20680,LOC100651188
BIMP22476,
BIMP12331,LOC105666788
BIMP11172,LOC100646925
BIMP12911,
BIMP15451,LOC100645965
BIMP22199,LOC100651149
BIMP25174,
BIMP12127,LOC100646877
BIMP11077,LOC100642658
BIMP25667,
BIMP12557,LOC110120265
BIMP24967,LOC100649268
BIMP22745,
BIMP14253,
BIMP19988,
BIMP21254,LOC100650317
BIMP23325,LOC100647834
BIMP23401,
BIMP19192,LOC100650051
BIMP23126,LOC100647028
BIMP15862,LOC100645413
BIMP18676,LOC105667040
BIMP15457,LOC100645731
BIMP18695,
BIMP16296,LOC100647200
BIMP24952,
BIMP24111,LOC100645869
BIMP24683,LOC100648810
BIMP24683,LOC100650507
BIMP10854,
BIMP14991,LOC100650788
BIMP13648,LOC100650767
BIMP13736,
BIMP10611,LOC100644042
BIMP14797,LOC105666770
BIMP11918,LOC100650398
BIMP13032,LOC100646821
BIMP20174,LOC105666970
BIMP20174,LOC105666973
BIMP24806,
BIMP11477,
BIMP15315,
BIMP14497,LOC105666922
BIMP23829,LOC100645329
BIMP12622,
BIMP20024,
BIMP20124,
BIMP23692,
BIMP12460,LOC100643239
BIMP19105,LOC100644818
BIMP11851,
BIMP12335,LOC100651252
BIMP11801,
BIMP24668,
BIMP23808,LOC100643329
BIMP18308,
BIMP10189,LOC100648553
BIMP22967,
BIMP13723,LOC100650099
BIMP18188,
BIMP15354,LOC100650509
BIMP16044,
BIMP14834,LOC100650664
BIMP21515,LOC100642247
BIMP21444,
BIMP22408,LOC100645307
BIMP20637,LOC100651134
BIMP10228,
BIMP19850,LOC100647430
BIMP22317,LOC100650389
BIMP22532,
BIMP14397,LOC100644157
BIMP15267,LOC100651739
BIMP18739,
BIMP16758,LOC100650674
BIMP11167,LOC100650981
BIMP20444,LOC100645033
BIMP23421,
BIMP12714,
BIMP12038,LOC100643536
BIMP21066,
BIMP14395,
BIMP10994,
BIMP18831,
BIMP21442,LOC100651621
BIMP21184,LOC100649418
BIMP22985,LOC100646107
BIMP22169,LOC100643874
BIMP14167,
BIMP15951,LOC100649190
BIMP16170,LOC100649843
BIMP16170,LOC100649480
BIMP21699,LOC100646433
BIMP18049,LOC100648857
BIMP17550,LOC100647115
BIMP15744,
BIMP15024,LOC100644971
BIMP11480,
BIMP16129,LOC100644020
BIMP12034,LOC100644212
BIMP22860,LOC100643052
BIMP20725,LOC100651599
BIMP24026,LOC105667033
BIMP24026,LOC105666270
BIMP21957,
BIMP18320,
BIMP25793,LOC100647758
BIMP18082,
BIMP14528,LOC100651187
BIMP11517,
BIMP23236,
BIMP13639,LOC100652161
BIMP11516,
BIMP13882,LOC105667154
BIMP14270,LOC100642829
BIMP20704,
